textID,text,selected_text,sentiment
1006f5509d, i found it i added it but its still blocked,i found it i added it but its still blocked,neutral
89e6ec5f28, youre in miami right i dont see a hand delivery in your near future unfortunately,unfortunately,negative
7257adfa2b,need a camera blower my camera censor is dirteeh,dirteeh,negative
7945f67ca3,went to mikeys cousins wedding his mom caught the bouquet,went to mikeys cousins wedding his mom caught the bouquet,neutral
545e12475f, excellent good to see,excellent,positive
08f8640e51,first trip home since diwali but before that a couple of days in saddi dilli,first trip home since diwali but before that a couple of days in saddi dilli,neutral
499d3f6815, i dont think any of what i just said it true i just had a rant about mcfly i cant belive i did that  i feel ashamed,i feel ashamed,negative
298ef613d3, haha you are just as bad as i am well perhaps a little less retarded  i am attempting to knit myself gloves this winter,haha you are just as bad as i am well perhaps a little less retarded,neutral
62435506e2,today was the best 3 eff yeah i 3 ,today was the best 3,positive
bcf82d0251, fruity pebbles what over lucky charms,fruity pebbles what over lucky charms,neutral
b7dc3cd50f, nice luke quote  goodluck on the test u have been dreading,nice luke quote  goodluck on the test u have been dreading,positive
83282b999c,christas mothers day card deep in the build phase    photo httpbkitecom07k6e,christas mothers day card deep in the build phase    photo httpbkitecom07k6e,neutral
7f1f0b601c,  i always thought scuba diving would give me a entirely new perspective of the world but too chicken to do it can u help,u help,positive
47482b6d19,janet ouch i hate it when favourite items of clothing get ruined,hate,negative
fa168135cf,1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,neutral
52d4d2d5ff, i know the suns not even up and ive been up for an hr tossa decided to sleep on my side and cold nose me,i know the suns not even up and ive been up for an hr tossa decided to sleep on my side and cold nose me,neutral
c939514b1b, i have a facebook but i use myspace and twitter the most i hardly check my facebook,hardly,negative
b81798ce06, what happened,what happened,neutral
635fce8da9, interesting i never get to etown however,interesting,positive
7cda7b9fe4, happy birthday mel we miss you in the uk,happy birthday mel we miss you in the uk,neutral
8073b256f8,hollie steel  bless her but go dreambears 33333 hahahahaha,go dreambears 33333 hahahahaha,positive
8731c63d84,i wanna see that movie keith with jmccartney in it it looks sooo good but none of the video stores here carry it,i wanna see that movie keith with jmccartney in it it looks sooo good but none of the video stores here carry it,neutral
9d422580ac,is 6 seed in regionals,is 6 seed in regionals,neutral
bce5b5d634,steve makes fruit smoothies for me each day  they are berry delicious i made mine today  it was berry berry bad,bad,negative
939cda4728,wishing everyone a happy mothers day  xoxo,happy,positive
f7c24445ff,finally got my money too bad it goes to bills,bad,negative
f6be0ca187,my feet are coldi hate when my feet get cold,my feet are coldi hate when my feet get cold,negative
c6d1f52386,hahaha tea at grandmas was sweat yep,hahaha tea at grandmas was sweat yep,neutral
a76a481571,at the walnut high school prom with becca,at the walnut high school prom with becca,neutral
adefff8302,im sickk   tomorrow will be a disaster if i dont get better,im sickk   tomorrow will be a disaster,negative
68a56eca92, uuuups today is mother dayshive forgot it my work doesnt have a end sighthank you for remind it,uuuups today is mother dayshive forgot it my work doesnt have a end sighthank you for remind it,neutral
acacfffed2,played okami for 14 hours today,played okami for 14 hours today,neutral
3ee887d660,srsly nobody evr replys 2 me,nobody evr replys 2 me,negative
24899d5bc7,is waking up somewhat go canucks,is waking up somewhat go canucks,neutral
6fc59888b9, ahaha i have all of your albums  each stuff of your music is so beautiful thats why i am so in love with them,ahaha i have all of your albums  each stuff of your music is so beautiful thats why i am so in love with them,positive
db401769c1,its 4pm friday he left at 6am thursday surely he should be there now,its 4pm friday he left at 6am thursday surely he should be there now,neutral
71349d51ef,  are you having a bad day,are you having a bad day,neutral
f846294d93,having trouble syncing my iphone to my work exchange email  help,trouble,negative
af095ef353,how i met your mother best show ever,best,positive
783d3bfa9c, drag me to hell looks so freakin scary  watch terminator it was really good, it was really good,positive
1d05faf04b,and again httptwitpiccom4wp8l,and again httptwitpiccom4wp8l,neutral
ec7fae225e, send me that photo man  ily favourite,ily favourite,positive
f539ec0447,i want to go to peru this summer ahhhhhhh hopefully yesyesyes i miss it over there,i want to go to peru this summer ahhhhhhh hopefully yesyesyes i miss it over there,neutral
a9f9dcfbc6, bye selena too bad i didnt get to talk to u while u were here, too bad,negative
d68d268189, oooh thats clever i bow to your economic wisdom sensei,oooh thats clever,positive
9a58257276,warmt im no longer blue,warmt im no longer blue,neutral
f3b213a94c,third driving lesson then back to the office,third driving lesson then back to the office,neutral
b172a58de2,new comment on jowki  i wish i had the time to blog more often  httpcligszzre1p,i wish,positive
140c1ad9f0,going to the doctors now scared as ,scared as ,negative
cdb6743e92,forward poor dead josh  httpbitlyjkphn please leave your messages of condolences there boy rip  thats sad,thats sad,negative
5228a1be3e,i am sad that my kids were ungrateful today,i am sad that my kids were ungrateful today,negative
eca4006095,i started xslimmer at eight this morning its still going  i hate that it always wants my friggin password,hate,negative
cf2f393f1f,just went a bought the bigest redbull i could find its going to be a long day at the office,its going to be a long day at the office,negative
3949709cf1, hahahaha its not horrible if others were singing with im sure it could work i wish i could afford my own drum set,not horrible,positive
f55b9f5837,first time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and i needed to run chkdisk,first time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and i needed to run chkdisk,neutral
1f3dac52ea, hi  yes wasnt she absolutely terrible how on earth does she hear a good tune from her ears lol,e absolutely terrible,negative
554ff0041e, happy moms day to you too,happy,positive
e45e510516, gross haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,gross,negative
1eee3222a9, my mom is a nurse practitionerspent entire life devoted to the field  the good ones deserve to be recognized ill follow her,the good ones deserve to be recognized,positive
1544c4c141, dude i hear ya ill be 26 two weeks from tomorrow i feel old,i feel old,negative
a740089c71,holidays are now over  not fair,not fair,negative
4a9d9853cc,httptwitpiccom4wbn6  my hubby and his adoarble baby brother,adoarble,positive
7cb0fa61e0,conserve water take showers together,conserve water take showers together,neutral
f9f300c7d3, who doesnt know who the supervillians are fails i saw you both in january at the warfield in sf  legit show for sure,fails,negative
c456319467,i wish i had a concept of what time it is right now  not adjusting well obvs,i wish i had a concept of what time it is right now  not adjusting well obvs,neutral
966cd66ed7,working   i am so ready to go,i am so ready to go,positive
b7ad5dba8a,  i know its sad but back in 05 the auto industry didnt understand that iphones would change our lives,i know its sad,negative
83f6616e1a, sometimes also emoticons sometimes,sometimes also emoticons sometimes,neutral
21fe7492e2,trying to get a sale in my job,trying to get a sale in my job,neutral
3212554935,just chillin at home,chillin,positive
e5f6ecf00a,went to bed last night with the feeling of a migraine coming and woke up feeling worse,woke up feeling worse,negative
3ef085ec5a,  same to you, same to you,neutral
e5b1ffc9f9, i cant go tonight   cait,i cant go tonight   cait,neutral
e5740887a5,why is  scared or  lmao someone pls tell me,why is  scared or  lmao someone pls tell me,negative
4b28bc4b87, is there going to sausage on it  yum yum,yum yum,positive
ced27ecf6c,i  do not want to work tomorrow,i  do not want to work tomorrow,negative
3768a43939, lmao man i was so bummed when she stopped braiding,bummed,negative
971e687edf,picked up luna from the vet she looks like shes been crying  im not kidding her lashes are wet and she has tear trails my poor bebe,my poor bebe,negative
2822c1210d,its raining cats and dogs here in mysore thankfully no pigsswines,its raining cats and dogs here in mysore thankfully no pigsswines,positive
6040c4b830, sounds good  and yeah i turn 21 tomorrow so ill definitely be partying,sounds good,positive
b54cf2bb2a,why cant i buy the nokia n97 amazon says cannot ship to this address,why cant i buy the nokia n97 amazon says cannot ship to this address,negative
e17ee2bd79,boo  rabbits pisses on people you know that,boo  rabbits pisses on people you know that,neutral
ced8b4c31c, hey hey i got this custom designed one of a kind superfresh t over here with somebodies name on it collecting dust,hey hey i got this custom designed one of a kind superfresh t over here with somebodies name on it collecting dust,neutral
f605712477,checking out ciege cagalawans ss collection and i am regretting that i did not see his collection tonight  i got invites,i am regretting that i did not see his collection tonight  i got invites,negative
5c76618adf,just got up thinkin about how weird it is wout our dog,weird,negative
ecaf22f145,summer is finally here graduation in a week,summer is finally here graduation in a week,neutral
10da8bef28, aw not again  feel better soon bb,aw not again  feel better soon bb,neutral
be136d7098,  hi i think u should try ph in vietnam its really quite delicious,delicious,positive
ebdf4604ab, they have a list of 50 state parks here in pa that are under consideration for closing nice ones too,closing,negative
0ae06be8ae, hahaha my uncle does that coz my aunty is a  who left her kids,hahaha my uncle does that coz my aunty is a  who left her kids,neutral
7b4e00002d, oh so nooooowwww youre too busy for medam i see how it is how long we known each other,youre too busy for me,negative
2fd0de39b2, oh the noon i dont know if i can make that onei only get 30 min for lunch,i dont know if i can make that one,negative
f7bd9f704a,1 week and 1 one day to go,1 week and 1 one day to go,neutral
4b9e94e2d8,  lol yep sure do although i must get out the house today ,lol yep sure do although i must get out the house today ,neutral
22982a3021, i adoreeeee matt nathanson i am so jealous of you right now,i adoreeeee matt nathanson i am so jealous of you right now,neutral
e6b8b92788, i wasnt  i was with the bf at the time and am now omw to class what is this new kaggra,i wasnt  i was with the bf at the time and am now omw to class what is this new kaggra,neutral
6869b7bd64,bed bed bed  do you never answer texts anymore  i thought of you the other day and sent one but never heard back sad day, sad,negative
92c23057ec,  thanks for following,thanks,positive
24da010706, sorry to hear that  if i didnt already so much planned this weekend id have considered going too,sorry to hear that,negative
0507a7a077, 167 brian 167 thats 167 followers count them and weep and they all know who is the buzz champion by now,167 brian 167 thats 167 followers count them and weep and they all know who is the buzz champion by now,neutral
9b638aff3f,good morning and happy mothers day everyone,happy,positive
cdee7f473f,time to get ready for wrk ahhhh i dnt wanna goooo,i dnt wanna goooo,negative
7787b99e9d,did 2dives w oceans deep dive 10m vis no sun no colours dynamite fishing has done its toll on the reefs,did 2dives w oceans deep dive 10m vis no sun no colours dynamite fishing has done its toll on the reefs,neutral
cc44dc0295,just tried to sign up for  but apparently knoxville is not a big enough city  will knox ever be on the list,just tried to sign up for  but apparently knoxville is not a big enough city  will knox ever be on the list,neutral
6601679901,neith james just doesnt take a bad pic colossal loveliness wondering if i spelt colossal right,loveliness wondering if i spelt colossal right,positive
8acbf01666, oh no i woke up accidentally  how can we get you to fall asleep should i scare you with p2 or p3 stories jk,i scare,negative
4d2662865f,choir banquet was more than i couldve ever dreamed   im so happy now after party at laurens,im so happy,positive
8bd29292c7,late for   sick kid at home hope she feels better later tonite,sick,negative
06a4343518,omg i luv u guys thanks for keepin me entertained and awake    missinmydgbigtyme,omg i luv u guys thanks for keepin me entertained and awake    missinmydgbigtyme,positive
89458dbc4f,  dull life was on the soundtrack of one of my favourite showss,dull life was on the soundtrack of one of my favourite showss,neutral
263107d340,on a flight home  after an awesome trip with my cousin miss you sophia,on a flight home  after an awesome trip with my cousin miss you sophia,neutral
f8e833863b,in media still havnet found ipod,in media still havnet found ipod,neutral
c609f49827,i think i tricked out my ankle during cardio yesterday  im getting old,tricked,negative
96a73f85a5,wish i was feeling betterive been holding a potential cold at bay for a few days now  i think it is winningaches cough,wish i was feeling betterive been holding a potential cold at bay for a few days now  i think it is winningaches cough,neutral
2de1bcb225, 07  its bloody quick even my gran could drift it   httptwitpiccom4ja93,its bloody quick even my gran could drift it,neutral
b812c405ed,370 i thought he was off until next weeki think we have another week to do his ohmygod please tell me with have another week,370 i thought he was off until next weeki think we have another week to do his ohmygod please tell me with have another week,neutral
7e6f5423b6, oh snap  just broke my windshield while replacing my wiper blades,oh snap,negative
5ca138e6ff,cavs do it again  oh yea,cavs do it again  oh yea,neutral
0680f9ad85,i love you more than youll ever know,i love you more than youll ever know,positive
bcee9ad1b5,ive been up since 530i hate wen i cant sleep garys takn a nap and i mite do the same,i hate wen i cant sleep,neutral
c3a3d2b1ec, i would totally take you to promif i hadnt already gone  sorry lol,sorry,negative
731f36dff2,just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling,it all  not a nice feeling,negative
939cbd9cea,jobos tired of getting off work at 7,tired,negative
55c8ed0f8f, being sunburnt is horrible,horrible,negative
daced5469d,the renegades last day was today andwell hes gone didnt catch him  gutted closest he came to greenock was kilmacolm,the renegades last day was today andwell hes gone didnt catch him  gutted closest he came to greenock was kilmacolm,neutral
babb367967, well i was under the impression most people have the urge to buy new sofas  to be fair were not tiling we have a man for that,well i was under the impression most people have the urge to buy new sofas  to be fair were not tiling we have a man for th,neutral
6e744ec491,had a long day at work stood home now sleeping to have another long day at work tomorrow  happy mothers day to all mothers,happy mothers day to all mothers,positive
93000a69d3,drinking coffeemmmmmcoffee,drinking coffeemmmmmcoffee,neutral
cb485c99a5,starting to get sad,starting to get sad,negative
26167f5456,its friday  well technically anywaybut its really thursday for me  dang having to work saturday mornings,dang having to work saturday mornings,negative
c6388a7dd0, then i guess that makes me dot,then i guess that makes me dot,neutral
b0a00379a7,good morning btw  a public holiday in uk love it  and dinner tonoght with 2 special people,special people,positive
ac47dbed9f,i totally want some white chocolate macadamia cookies from mrs fields but the mall is soooo far away bleh  i think ill make my own,soooo far away,negative
8b98227591,work work work finally not sick though,not sick,positive
53f02b5eb2,i just had a horrible dream,i just had a horrible dream,negative
f9af6df98e,its too sunny for work  ,its too sunny for work  ,negative
efba40bbab,time to get off the puter nite all,time to get off the puter nite all,neutral
3484dd8b5e,was mostly sick when she went to bed but woke up feeling mostly dead,dead,negative
9776230555,fb i hate when i try  support my local bookstore  they never have what i need,hate,negative
11822e055c,i feel like im quarantined everywhere i go pinkeye go away already,i feel like im quarantined everywhere i go pinkeye go away already,negative
da7fa3426e, i hope you knew its due tuesday,hope,positive
3dc5deb4d3, dude what is your sn nowadays because i think i lost yours,dude what is your sn nowadays because i think i lost yours,neutral
b4371ac334,is over it  httpplurkcomprp5np,is over it,neutral
c60a0e1ea5,  oist the 1st tym di pa ko 18 the 2nd tym may sakit na siya dont blame me, dont blame me,negative
ea6498f2a0,oohbell whatchu goin as monsterpaloozas this weekend for us  on the no ink i wont be a stressed contestant this year miss u x0,oohbell whatchu goin as monsterpaloozas this weekend for us  on the no ink i wont be a stressed contestant this year miss u x0,neutral
9fc2db9310,city dippin iz u fun so much eye candy out herei remember y i miss  lol,city dippin iz u fun so much eye candy out herei remember y i miss  lol,positive
c0704fd61e,  girl im so down but ya gotta let me know so i can get my kit together  i got a flyer  any next weekend im down,m down,negative
5fcb9e73d9,im always hungry all the time but now i dont even feel like eating this is not normaland my throats sore im sick,im sick,negative
d1080ffd8d,  amason seems to think hamburger agogos dont get it till october well now,amason seems to think hamburger agogos dont get it till october well now,neutral
f364919d1b,did not feel like getting up,did not feel like getting up,negative
bb3f346df1,im quite upset do i really look under 15  they must have thought i was 14 or something  whatt  thats unfair,upset,negative
cadd44e0ed,ok sending me messages asking to set my blog live wont work linked to my developing website take a tip from  and be patient,ok sending me messages asking to set my blog live wont work linked to my developing website take a tip from  and be patient,neutral
7010b3bae0, haha the pic wrong haha now the one is then correct,haha the pic wrong haha now the one is then correct,neutral
ead4f91796, nooo poor cat  he just wants a cuddle or food its hard to tell, its hard to tell,negative
d0cb089016, hahaha tv isnt really my thing anywayi more of a music girl,hahaha,positive
fd8f12280d,happy birthday to ,happy birthday,positive
ade7b64fe3,stuck in stupid jeuno with flag up  wish i was in windy fishing,stuck in stupid,negative
f81a1511b2,henrie haha i wish i coudl meet you you should stop by seattle some time  home of the starbuks  i love you david,i love,positive
ec071d22e7,good morning to everyone,good morning to everyone,positive
2ee8f711cc,i kno im behind the times on this one but i just learned that troy tbag dixon died back on dec 8th 2008 rip troy,i kno im behind the times on this one but i just learned that troy tbag dixon died back on dec 8th 2008 rip troy,neutral
29dc72a6a2,at the drive ins with daa crewww,at the drive ins with daa crewww,neutral
52354db139,ok my friend is about to dye my hair black scary i know ill try to post some pics tonight if not tomorrow for ur verdict,scary i know,negative
76c5cb3deb,1 day to my birthday ,1 day to my birthday ,neutral
518cdce704, nope not done yet,nope not done yet,neutral
e39f4ce69a, hi we get to try out new restosso yea it fuunn  lets have dinner when you get back,it fuunn,positive
b154ec432c,theres like no one i actually know on this shizz am dum diggin it,am dum diggin it,negative
3d1d0de705,annoyed and overwhelmed,annoyed,negative
faa345f16d,good morning world,good morning world,positive
804cf4d6f4,tgif but its so rainy and blah outside  i need sun   trying to figure out what to do tonight i want to go to prov to the hookah bar,tgif but its so rainy and blah outside  i need sun   trying to figure out what to do tonight i want to go to prov to the hookah bar,neutral
db1bf09693,earedpages yay  i cant wait to come in the bookstore and gets some new books,yay,positive
1d20b2af46,ladie haha ive got my camera and lenses ready,ladie haha ive got my camera and lenses ready,neutral
c25754e9ba,and mike for bring it to me even tho it was really late and he has to get up at 5am in the morning,and mike for bring it to me even tho it was really late and he has to get up at 5am in the morning,neutral
93bd3f9324, ohhhhh with ya,ohhhhh with ya,neutral
17e6a6f88f,just had an awesome girl scout day at dodger stadium with two awesome olympic athletes joanna hayes and heather bown  and we won,just had an awesome girl scout day at dodger stadium with two awesome olympic athletes joanna hayes and heather bown  and we won,positive
d921c3bc38,enjoying the happiness of this special day another day that i can make the best one of my life,enjoying the happiness of this special day another day that i can make the best one of my life,positive
4e815dd602, im not at litle oven tonight,im not at litle oven tonight,neutral
fd4e4be626, michelle  is on here dont u miss her being on fox i liked your interviews with her, i liked your interviews with her,positive
039ac0083c, probably because its getting chilly here,chilly,negative
4d771b1c6c,im supposed to be ms twitterology,im supposed to be ms twitterology,neutral
b6c0001c04,having internet access on board means i can see what bad weather we are flying into   httpbitlyh14tw,having internet access on board means i can see what bad weather we are flying into,neutral
be98303d36,getting ready to to to school,getting ready to to to school,neutral
32cd6a57a0,happy mothers day to all the american mamas,happy mothers day,positive
487a01f922,it sucks when my playmate is mia all weekend  sad,sad,negative
e9acf3e499, ty just a long tiring day filled with expensive plumbers and work  needed calgon hope you   have an awesome weekend,an awesom,positive
9d76829fbb,jonas was absolutely heartwarming now time for bed goodnight  ,absolutely heartwarming,positive
e858f93fc8, thank you  i liked joes clothes being ripped off and then kevin screaming who are you xd,i liked,positive
430f181d61,rija good morning its nice to see you,its nice to see you,positive
be2f1b8fbf,eyes i wish i knew  the curse of tumblr,wish,positive
2cd9c7bc96,thinks that the limit of 140 letters is really not fair 300  would be better,not fair,negative
ad4668fb0e, lol thanks penny im trying to believe you,thanks,positive
3fb83e1d31, ps sorry about ur uncle,sorry,negative
22766a7e2b,being slammed with spam followers today is it just me or is that all i can attract  get a life people,being slammed wi,negative
7129853b7d,to all mothers in the world  happy mothers day,happy,positive
e77f0321f6,morgan  which 1 there r2 that i love and want to share  i just wish id made them,i love,positive
bed2b7aeda, ok maybe not angry just with very little sense,ok maybe not angry just with very little sense,neutral
8acedd6cab,excited to see up for logans birthday in 2 weeks sad he wont have a party bc he doesnt know any kids tho,excited to see up for logans birthday in 2 weeks sad he wont have a party bc he doesnt know any kids tho,neutral
f2eb7e0354,whitex gratz on your tix sux u will be poor tho  i am trying to get pj harvey tix too but debating my s too,sux u will be poor tho,negative
123609b828,rothlisberger thats  awesome  bookmark,thats  awesome,positive
b11db0e032, excellent he will never know lmao,excellent he will never know lmao,positive
fb872556ee, and added it to his collection i was too much of a punk  to ask for it back,i was too much of a punk ,negative
fc8e368a72, i want to chat with you in im some day,i want,positive
0565804d90, one day my hugs will come    fingers still crossed,one day my hugs will come    fingers still crosse,positive
a76676a5b0, but i went out and bought some nail polish ellen,but i went out and bought some nail polish ellen,neutral
a18ac22ee5,follow me,follow me,neutral
dc8ac6d818,the trip to stockholm got cancelled  to make it up im planning to do some shopping tomorrow nothing makes a girl as happy like shopping,the trip to stockholm got cancelled  to make it up im planning to do some shopping tomorrow nothing makes a girl as happy like shopping,neutral
a4de88ae65,on way home tonight i saw a newspaper headline susan boyle quits surely not true,on way home tonight i saw a newspaper headline susan boyle quits surely not true,neutral
20db0ad1b8, something 2 get your attention 2 get sexify my love played httptwitpiccom67i82 what it worked last time no  2 bribe,something 2 get your attention 2 get sexify my love played httptwitpiccom67i82 what it worked last time no  2 bribe,neutral
f80a5a5852,dayne omg yr like a goddess to me prove yr love  love will lead u back are 2 of my fav old skool tracks  x,fav,positive
8e6b7e6a01, i love chocolate must be pms,i love chocolate,positive
d921c7e00e, heh aye i should have investigated properly first before asking  does seem like its not the most obvious thing though,e its not the most obvious thing though,negative
f8741b21a3,waiting for jonas to come on,waiting for jonas to come on,neutral
72b11db3d1, the straighteners another 110 pounds though seems pricey,pricey,negative
7f751d78fb,god i hate scary movies they are not at all im such a wimpy,hate,negative
7d9364298a, no not professional at all,not professional at all,negative
261eddf449, well you can print cyk not cymk,well you can print cyk not cymk,neutral
534b84dc99, everything counts  what are you drinking,everything counts  what are you drinking,neutral
dc3779373d,the ultimate shirt folding tool httpwwwflipfoldcom i saw  using this in one of big bang theorys episodes,ultimate,positive
fbe0a05867,0981 lol i was going to do some homework but kind of got distracted again  goodnight,lol i,positive
08409371f8, she must be a werewookiee then,she must be a werewookiee then,neutral
f5c91fd937,son of a  arggghhhhhhhhhhh so over it,arggghhhhhhhhhhh,negative
a40e2e9476, darline miss you,miss you,negative
61473e55d9, ty for feeding our nk addictionermm i mean our uhh nope yup addiction covers it,ty for feeding,positive
654f3b938c,i cant wait to be home and snuggle with my puppies and my fiance,i cant wait to be home and snuggle with my puppies and my fiance,positive
0cee22656f,is it sad that im a little sad it was the last day of school  i am so ready to be done with itbut saying goodbye is hard,hard,negative
248265ffa6,im so bunged up i hate colds,hate,positive
657e005fc3, decaf i can do some teas late but never coffee id fly around the room justin timberlake hosted funny sketch w samberg,funny,positive
861517a323,i wanna be out in the sunshineeeeeee,i wanna be out in the sunshineeeeeee,neutral
7b84ac125a,myweakness too loving i always let negative people into my life,myweakness too loving i always let negative people into my life,neutral
7e68117dde,making a twitter account,making a twitter account,neutral
4e0a9acbc2, uh what does that mean,uh what does that mean,neutral
cfd53e56f3,btw happy star wars day may the fourth be with you roflmaoyes i know im a total dork,happy,positive
80b87139ea, your mail server just rejected a simple plain reply to you as potential spamvirus threat not good,not good,negative
b3e8023bd9,ive burnt my collerbone and arms and face aww,aww,positive
1e2d66dd72,types too fast for her own good and has been craving pizza for 2 wks gah i hate not having a job i want pizza  lmaoz why me,types too fast for her own good and has been craving pizza for 2 wks gah i hate not having a job i want pizza  lmaoz why me,neutral
0f787e5444, no go rove go the mcmanus  adam is cool tho,no go rove go the mcmanus  adam is cool tho,neutral
367029df78, yeah   but im jus glad the thunder stopped ,us gla,positive
123cecb28e,is doing boring accounts stuff,boring,negative
f2076a922c,lots of noisy peeps outside,noisy peeps,negative
de55c91013,just got the bouquet of flowers for my mom  hehehe sweet ,hehehe sweet ,positive
b0c4931574,going to get me a new roomie today,going to get me a new roomie today,neutral
28463490be,twitter will not upload my icon picture  it hates me eff this ill upload it later,hates,negative
d86be462f9,happy mothers day i love you mama,i love you mama,positive
f6222adb22, i wish i was going to internet week,i wish,positive
4a05e78802,first puppy gone 2 new home,first puppy gone 2 new home,neutral
f94213cfb8,im still waiting to find out what caca stands for  hoping its not what i think it is since you follow me for caca,im still waiting to find out what caca stands for  hoping its not what i think it is since you follow me for caca,neutral
c5de5361d2,does anyone out there want to be really awesome and buy me one of these for my birthday httppoprlcom1vn0,does anyone out there want to be really awesome and buy me one of these for my birthday ht,neutral
a8bf43dc82,i have to work tonight  but i get my paycheck,i have to work tonight  but i get my paycheck,neutral
673f656f29, oh i believe you   sooo  thinks she belongs elsewhere i say i dont think so,believe,positive
e80c242d6a,goodnight,goodnight,positive
26081725b0,finding out a song you had no idea was a cover is actually indeed that  and then thinking that that is awesome makes my day,awesome,positive
13552e6537,going to jacks tribute match today,going to jacks tribute match today,neutral
7dc13f50d8, yessssssir,yessssssir,neutral
392d1985b2,  u think i could call u tnite,u think i could call u tnite,neutral
c07b4baa13,127 good morning  one more day yay twittertakeover,good morning  one more day yay,positive
536c12e429,cause these stupid people dont have my phone and my tummy herts,cause these stupid people dont have my phone and my tummy herts,negative
30019d7183,going to second morning of the day just sleeping for 34 hours,going to second morning of the day just sleeping for 34 hours,neutral
758974f512, i wish you were playing at my prom,i wish you were playing at my prom,positive
fe597c3045,awesome  i saw it thursday night it is so great 100 perfect casting,awesome,positive
ed25e31700, very early and i am actually just going back for a little more rest  talk  with you a little later ,very early and i am actually just going back for a little more rest  talk  with you a little later ,neutral
2867546760, if only that was really my job title,if only that was really my job title,neutral
5467d2a10e,harley quinn cstm  hehehehe  not going to the prom buaa,harley quinn cstm  hehehehe  not going to the prom buaa,neutral
7c20088253,walking back 2 wk its a beautiful day had 2 njoy it b4 it rains,beautiful,positive
68e13bfa2b,monday blues not today not for me,monday blues not today not for me,neutral
29475a9208, luv it  so true,luv it  so true,positive
8581cab30b,  hi there im sorry for not telling you  lets meet up with meirizka too you promised to treat us xd, hi there im sorry for not telling you  lets meet up with meirizka too you promised to treat us xd,neutral
bca03c7d06, welcomeee backkkkk,welcomeee backkkkk,neutral
0714fbb82f,work time,work time,neutral
0d8834b2ca,thinking 53 more days is the only thing that gets me through work ahhh i dont want to go,i dont want to go,negative
2ff7619ad7,pretty sure my laptop just died 100 hp dv2000 wireless problems constantly tons of heat wont start at all now fried circuit,problems constantly,negative
e6bda7e47b,says goodmorning  httpplurkcompx2bm1,says goodmorning,neutral
9c4c75d53b, httptwitpiccom449yj  if i say mystery science theatre 3000 does that mean anything to you, if i say mystery science theatre 3000 does that mean anything to you,neutral
7e7452d16a,how do you like them apples is from the movie rio bravo good will hunting make a lot more sense now,how do you like them apples is from the movie rio bravo good will hunting make a lot more sense now,neutral
9d044f2a97, i decided you should help me make my first solo album,help,positive
44fe2c9260,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay,tired an,negative
25fb91083f,in accounting class  then detention after,in accounting class  then detention after,neutral
e7c2fdcdce, if they recorded it and sent it to people they obviously meant for it to get out there  but if they didnt i feel bad,but if they didnt i feel bad,negative
02d547ea16, not got virgin yet not sure i can tbh  thanks anyway,thanks anyway,positive
e630a3dfdf,it baffles me how much radio shack isnt the same radio shack i grew up with,baffles,negative
a888ed22b2, im pass 400 updates haha tweet tweet tweet, im pass 400 updates haha tweet tweet tweet,neutral
743a6b1df0, i know right i have such a lead foot, i have such a lead foot,positive
1683793848,happy mothers day take ur mothers into a special place,happy,positive
4f82a7dcd0,the curious case of benjamin button im so excited about this  movie,the curious case of benjamin button im so excited about this  movie,positive
7dc67e70d1, i cant have any,i cant have any,neutral
0ca8f32507,waking up again this time with a hot cup of coffee,waking up again this time with a hot cup of coffee,neutral
aad244f37d, hug,hug,positive
65f8d471f9,i forgot to put my work clothes in the dryer  also i love my new slippers,i love my new slippers,positive
15e9a33cdd, happy mothers day i hope tom got you something special enjoy day  xo,happy mothers day,positive
c7bf9d8b3b, thanks hon migraine went away then came back,thanks,positive
7e98156044, try having your best writing five years behind you  heh it happens,best writing five years,positive
3fe664b330, it was an adventure to say the least ive been to nicer parts of norf london but will stick with the south for today,it was an adventure to say the least ive been to nicer parts of norf london but will stick with the south for today,neutral
7cf5408afa, bro martin i need you to repent pam said we were going to get to meet you last wknd,o repent,negative
51236d0228,i hate being reminded how weak my eyes are  i overdid reading today theyre sore as  going to rest sigh,e sore,negative
46e338c6bf, my husband is loosing his goverment job due to downsizinghe is looking for a new job but cant find one in our small town,cant find one,negative
5748c7547d, hellooo how are you gosh i miss seeing you around thought of you last night when i had some amarula,miss,negative
6773de2054, i added it are you still awake,i added it are you still awake,neutral
365f873a4c,happy mothers day to heidi klum,happy,positive
a1f5198314,caught in a herd of somalions,caught in a herd of somalions,neutral
144fe57db1,thats more like it  3rd  fb,thats more like it  3rd  fb,neutral
df3a00aeef,why me i am about to read another ecology book for two hours its all good fun today,its all good fun today,positive
e60af289e5,the 22nd cant get here fast enough,cant get here fast enough,negative
364b89fe8e,not really  but its work so yea kinda,not really  but its work so yea kinda,neutral
8c05bfedf0,i sunburnt through factor 30,i sunburnt through factor 30,negative
52b04547ba, i did the same thing in nola,i did the same thing in nola,neutral
